,date,time,teamA,teamB,teamA_score,teamB_score,winner_Team,winner_score,venue_location,venue,venue_city,venue_state,venue_country,winner_location
284,29/08/2021,00:00,Los Angeles FC,Los Angeles Galaxy,3.0,3.0,,,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,
285,29/08/2021,00:30,New York City FC,New England Revolution,2.0,0.0,New York City FC,2.0,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,Yankee Stadium
286,29/08/2021,01:00,D.C. United,Philadelphia Union,3.0,1.0,D.C. United,3.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
287,29/08/2021,02:00,Houston Dynamo,Minnesota United FC,1.0,2.0,Minnesota United FC,2.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,Allianz Field
288,29/08/2021,02:00,Sporting Kansas City,Colorado Rapids,1.0,1.0,,,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,
289,30/08/2021,01:00,Austin FC,FC Dallas,3.0,5.0,FC Dallas,5.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Toyota Stadium
290,30/08/2021,03:00,Vancouver Whitecaps,Real Salt Lake,4.0,1.0,Vancouver Whitecaps,4.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
291,30/08/2021,03:30,Seattle Sounders,Portland Timbers,0.0,2.0,Portland Timbers,2.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Providence Park
292,6. Round,6. Round,6. Round,6. Round,,,,,,,,,,
293,04/09/2021,00:30,Nashville SC,New York City FC,3.0,1.0,Nashville SC,3.0,"Nissan Stadium, Nashville, TN (USA)",Nissan Stadium, Nashville, TN ,USA,Fairgrounds Stadium
294,04/09/2021,00:30,Philadelphia Union,New England Revolution,0.0,1.0,New England Revolution,1.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Gillette Stadium
295,04/09/2021,01:00,Houston Dynamo,Portland Timbers,0.0,2.0,Portland Timbers,2.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,Providence Park
296,04/09/2021,03:00,Los Angeles FC,Sporting Kansas City,4.0,0.0,Los Angeles FC,4.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Banc of California Stadium
297,05/09/2021,00:00,Vancouver Whitecaps,Austin FC,2.0,1.0,Vancouver Whitecaps,2.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
298,05/09/2021,00:30,Orlando City,Columbus Crew,3.0,2.0,Orlando City,3.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,Exploria Stadium
299,05/09/2021,01:00,FC Cincinnati,Inter Miami CF,0.0,1.0,Inter Miami CF,1.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,DRV PNK Stadium
300,05/09/2021,01:00,Real Salt Lake,FC Dallas,3.0,2.0,Real Salt Lake,3.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Rio Tinto Stadium
301,05/09/2021,03:00,San Jose Earthquakes,Colorado Rapids,0.0,1.0,Colorado Rapids,1.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Dick's Sporting Goods Park
302,11/09/2021,00:00,Atlanta United FC,Orlando City,3.0,0.0,Atlanta United FC,3.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
303,11/09/2021,03:00,Vancouver Whitecaps,Portland Timbers,0.0,1.0,Portland Timbers,1.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,Providence Park
304,11/09/2021,20:30,Colorado Rapids,Los Angeles Galaxy,1.0,1.0,,,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,
305,11/09/2021,22:00,Seattle Sounders,Minnesota United FC,1.0,0.0,Seattle Sounders,1.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Lumen Field
306,12/09/2021,00:00,New England Revolution,New York City FC,2.0,1.0,New England Revolution,2.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Gillette Stadium
307,12/09/2021,00:00,New York RB,D.C. United,1.0,1.0,,,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,
308,12/09/2021,01:00,Inter Miami CF,Columbus Crew,1.0,0.0,Inter Miami CF,1.0,"DRV PNK Stadium, Fort Lauderdale, FL (USA)",DRV PNK Stadium, Fort Lauderdale, FL ,USA,DRV PNK Stadium
309,12/09/2021,01:00,FC Cincinnati,Toronto FC,2.0,0.0,FC Cincinnati,2.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,TQL Stadium
310,12/09/2021,01:00,CF Montréal,Nashville SC,0.0,1.0,Nashville SC,1.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Fairgrounds Stadium
311,12/09/2021,01:30,FC Dallas,San Jose Earthquakes,1.0,1.0,,,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,
312,12/09/2021,01:30,Houston Dynamo,Austin FC,3.0,0.0,Houston Dynamo,3.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,PNC Stadium
313,12/09/2021,01:30,Sporting Kansas City,Chicago Fire,2.0,0.0,Sporting Kansas City,2.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Children's Mercy Park
314,13/09/2021,03:30,Los Angeles FC,Real Salt Lake,3.0,2.0,Los Angeles FC,3.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Banc of California Stadium
315,15/09/2021,00:30,Columbus Crew,New York RB,2.0,1.0,Columbus Crew,2.0,"Lower.com Field, Columbus, OH (USA)",Lower.com Field, Columbus, OH ,USA,Lower.com Field
316,15/09/2021,00:30,New York City FC,FC Dallas,3.0,3.0,,,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,
317,15/09/2021,00:30,Toronto FC,Inter Miami CF,0.0,1.0,Inter Miami CF,1.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,DRV PNK Stadium
318,16/09/2021,00:00,Atlanta United FC,FC Cincinnati,4.0,0.0,Atlanta United FC,4.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
319,16/09/2021,00:30,Orlando City,CF Montréal,2.0,4.0,CF Montréal,4.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,Stade Saputo
320,16/09/2021,00:30,D.C. United,Chicago Fire,3.0,0.0,D.C. United,3.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
321,16/09/2021,01:30,Sporting Kansas City,Minnesota United FC,4.0,0.0,Sporting Kansas City,4.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Children's Mercy Park
322,16/09/2021,02:00,Austin FC,Los Angeles FC,1.0,2.0,Los Angeles FC,2.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Banc of California Stadium
323,16/09/2021,03:00,Portland Timbers,Colorado Rapids,2.0,2.0,,,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,
324,16/09/2021,03:30,Los Angeles Galaxy,Houston Dynamo,1.0,1.0,,,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,
325,16/09/2021,03:30,San Jose Earthquakes,Real Salt Lake,3.0,4.0,Real Salt Lake,4.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Rio Tinto Stadium
326,18/09/2021,00:00,Inter Miami CF,New York RB,0.0,4.0,New York RB,4.0,"DRV PNK Stadium, Fort Lauderdale, FL (USA)",DRV PNK Stadium, Fort Lauderdale, FL ,USA,Red Bull Arena
327,18/09/2021,20:30,Atlanta United FC,D.C. United,3.0,2.0,Atlanta United FC,3.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
328,19/09/2021,00:00,New England Revolution,Columbus Crew,1.0,1.0,,,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,
329,19/09/2021,00:30,FC Cincinnati,New York City FC,1.0,2.0,New York City FC,2.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Yankee Stadium
330,19/09/2021,00:30,Toronto FC,Nashville SC,2.0,1.0,Toronto FC,2.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,BMO Field
331,19/09/2021,01:00,Minnesota United FC,Los Angeles Galaxy,3.0,0.0,Minnesota United FC,3.0,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,Allianz Field
332,19/09/2021,01:00,Austin FC,San Jose Earthquakes,3.0,4.0,San Jose Earthquakes,4.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Earthquakes Stadium
333,19/09/2021,02:30,Houston Dynamo,FC Dallas,3.0,2.0,Houston Dynamo,3.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,PNC Stadium
334,19/09/2021,02:30,Real Salt Lake,Seattle Sounders,1.0,0.0,Real Salt Lake,1.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Rio Tinto Stadium
335,19/09/2021,18:00,CF Montréal,Chicago Fire,2.0,0.0,CF Montréal,2.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Stade Saputo
336,19/09/2021,21:00,Philadelphia Union,Orlando City,3.0,1.0,Philadelphia Union,3.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
337,20/09/2021,00:30,Portland Timbers,Los Angeles FC,2.0,1.0,Portland Timbers,2.0,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,Providence Park
338,20/09/2021,02:00,Colorado Rapids,Vancouver Whitecaps,1.0,1.0,,,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,
339,23/09/2021,00:30,Inter Miami CF,Nashville SC,1.0,5.0,Nashville SC,5.0,"DRV PNK Stadium, Fort Lauderdale, FL (USA)",DRV PNK Stadium, Fort Lauderdale, FL ,USA,Fairgrounds Stadium
340,23/09/2021,01:00,New York RB,New York City FC,1.0,1.0,,,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,
341,23/09/2021,01:00,Chicago Fire,New England Revolution,2.0,3.0,New England Revolution,3.0,"Soldier Field, Chicago, IL (USA)",Soldier Field, Chicago, IL ,USA,Gillette Stadium
342,25/09/2021,20:30,Philadelphia Union,Atlanta United FC,1.0,0.0,Philadelphia Union,1.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
343,26/09/2021,00:00,New England Revolution,Orlando City,2.0,1.0,New England Revolution,2.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Gillette Stadium
344,26/09/2021,00:30,Columbus Crew,CF Montréal,2.0,1.0,Columbus Crew,2.0,"Lower.com Field, Columbus, OH (USA)",Lower.com Field, Columbus, OH ,USA,Lower.com Field
345,26/09/2021,00:30,D.C. United,FC Cincinnati,4.0,2.0,D.C. United,4.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
346,26/09/2021,01:00,New York City FC,New York RB,0.0,1.0,New York RB,1.0,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,Red Bull Arena
347,26/09/2021,01:00,Colorado Rapids,Toronto FC,0.0,0.0,,,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,
348,26/09/2021,01:00,Minnesota United FC,Houston Dynamo,2.0,0.0,Minnesota United FC,2.0,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,Allianz Field
349,26/09/2021,03:00,San Jose Earthquakes,Los Angeles FC,2.0,0.0,San Jose Earthquakes,2.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Earthquakes Stadium
350,26/09/2021,03:00,Vancouver Whitecaps,FC Dallas,1.0,0.0,Vancouver Whitecaps,1.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
351,26/09/2021,03:30,Portland Timbers,Real Salt Lake,6.0,1.0,Portland Timbers,6.0,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,Providence Park
352,26/09/2021,18:00,Chicago Fire,Nashville SC,0.0,0.0,,,"Soldier Field, Chicago, IL (USA)",Soldier Field, Chicago, IL ,USA,
353,27/09/2021,00:00,Sporting Kansas City,Seattle Sounders,1.0,2.0,Seattle Sounders,2.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Lumen Field
354,27/09/2021,02:30,Austin FC,Los Angeles Galaxy,2.0,0.0,Austin FC,2.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Q2 Stadium
355,30/09/2021,00:00,Toronto FC,FC Cincinnati,3.0,2.0,Toronto FC,3.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,BMO Field
356,30/09/2021,00:00,Atlanta United FC,Inter Miami CF,1.0,0.0,Atlanta United FC,1.0,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,Mercedes-Benz Stadium
357,30/09/2021,00:30,New York RB,Philadelphia Union,1.0,1.0,,,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,
358,30/09/2021,00:30,CF Montréal,New England Revolution,1.0,4.0,New England Revolution,4.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Gillette Stadium
359,30/09/2021,00:30,D.C. United,Minnesota United FC,3.0,1.0,D.C. United,3.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Audi Field
360,30/09/2021,01:00,Chicago Fire,New York City FC,2.0,0.0,Chicago Fire,2.0,"SeatGeek Stadium, Bridgeview, IL (USA)",SeatGeek Stadium, Bridgeview, IL ,USA,Soldier Field
361,30/09/2021,01:00,FC Dallas,Sporting Kansas City,1.0,3.0,Sporting Kansas City,3.0,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,Children's Mercy Park
362,30/09/2021,01:30,Nashville SC,Orlando City,2.0,2.0,,,"Nissan Stadium, Nashville, TN (USA)",Nissan Stadium, Nashville, TN ,USA,
363,30/09/2021,02:00,Colorado Rapids,Austin FC,3.0,0.0,Colorado Rapids,3.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,Dick's Sporting Goods Park
364,30/09/2021,02:00,Houston Dynamo,Vancouver Whitecaps,0.0,0.0,,,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,
365,30/09/2021,02:30,Real Salt Lake,Los Angeles Galaxy,2.0,1.0,Real Salt Lake,2.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Rio Tinto Stadium
366,30/09/2021,03:30,Los Angeles FC,Portland Timbers,1.0,2.0,Portland Timbers,2.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Providence Park
367,30/09/2021,03:30,San Jose Earthquakes,Seattle Sounders,1.0,3.0,Seattle Sounders,3.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Lumen Field
368,7. Round,7. Round,7. Round,7. Round,,,,,,,,,,
369,02/10/2021,20:30,Austin FC,Real Salt Lake,2.0,1.0,Austin FC,2.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Q2 Stadium
370,03/10/2021,00:00,CF Montréal,Atlanta United FC,2.0,1.0,CF Montréal,2.0,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,Stade Saputo
371,03/10/2021,00:30,FC Cincinnati,New York RB,0.0,1.0,New York RB,1.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Red Bull Arena
372,03/10/2021,00:30,Orlando City,D.C. United,2.0,1.0,Orlando City,2.0,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,Exploria Stadium
373,03/10/2021,01:00,FC Dallas,Minnesota United FC,0.0,0.0,,,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,
374,03/10/2021,03:00,Vancouver Whitecaps,San Jose Earthquakes,3.0,0.0,Vancouver Whitecaps,3.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
375,03/10/2021,17:00,New York City FC,Nashville SC,0.0,0.0,,,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,
376,03/10/2021,21:00,Philadelphia Union,Columbus Crew,3.0,0.0,Philadelphia Union,3.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
377,03/10/2021,21:00,Sporting Kansas City,Houston Dynamo,4.0,2.0,Sporting Kansas City,4.0,"Children's Mercy Park, Kansas City, KS (USA)",Children's Mercy Park, Kansas City, KS ,USA,Children's Mercy Park
378,03/10/2021,21:00,Toronto FC,Chicago Fire,3.0,1.0,Toronto FC,3.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,BMO Field
379,03/10/2021,22:30,Portland Timbers,Inter Miami CF,1.0,0.0,Portland Timbers,1.0,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,Providence Park
380,04/10/2021,01:00,Los Angeles Galaxy,Los Angeles FC,1.0,1.0,,,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,
381,04/10/2021,03:00,Seattle Sounders,Colorado Rapids,3.0,0.0,Seattle Sounders,3.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Lumen Field
382,09/10/2021,23:00,New York RB,Inter Miami CF,1.0,0.0,New York RB,1.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Red Bull Arena
383,10/10/2021,01:00,FC Cincinnati,Philadelphia Union,1.0,2.0,Philadelphia Union,2.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Subaru Park
384,10/10/2021,02:00,Seattle Sounders,Vancouver Whitecaps,4.0,1.0,Seattle Sounders,4.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Lumen Field
385,10/10/2021,21:00,Minnesota United FC,Colorado Rapids,1.0,3.0,Colorado Rapids,3.0,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,Dick's Sporting Goods Park
386,16/10/2021,18:00,CF Montréal,Philadelphia Union,2.0,2.0,,,"Stade Saputo, Montréal, QC (Canada)",Stade Saputo, Montréal, QC ,Canada,
387,16/10/2021,20:30,Los Angeles FC,San Jose Earthquakes,3.0,1.0,Los Angeles FC,3.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Banc of California Stadium
388,16/10/2021,23:00,Columbus Crew,Inter Miami CF,4.0,0.0,Columbus Crew,4.0,"Lower.com Field, Columbus, OH (USA)",Lower.com Field, Columbus, OH ,USA,Lower.com Field
389,17/10/2021,00:00,New England Revolution,Chicago Fire,2.0,2.0,,,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,
390,17/10/2021,00:30,D.C. United,Nashville SC,0.0,0.0,,,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,
391,17/10/2021,00:30,FC Cincinnati,Orlando City,0.0,1.0,Orlando City,1.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Exploria Stadium
392,17/10/2021,00:30,Toronto FC,Atlanta United FC,0.0,2.0,Atlanta United FC,2.0,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,Mercedes-Benz Stadium
393,17/10/2021,01:30,Houston Dynamo,Seattle Sounders,2.0,1.0,Houston Dynamo,2.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,PNC Stadium
394,17/10/2021,02:00,Austin FC,Minnesota United FC,0.0,1.0,Minnesota United FC,1.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Allianz Field
395,17/10/2021,02:30,Real Salt Lake,Colorado Rapids,3.0,1.0,Real Salt Lake,3.0,"Rio Tinto Stadium, Sandy, UT (USA)",Rio Tinto Stadium, Sandy, UT ,USA,Rio Tinto Stadium
396,17/10/2021,03:30,Los Angeles Galaxy,Portland Timbers,2.0,1.0,Los Angeles Galaxy,2.0,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,Dignity Health Sports Park
397,17/10/2021,18:00,New York RB,New York City FC,1.0,0.0,New York RB,1.0,"Red Bull Arena, Harrison, NJ (USA)",Red Bull Arena, Harrison, NJ ,USA,Red Bull Arena
398,18/10/2021,03:00,Vancouver Whitecaps,Sporting Kansas City,2.0,1.0,Vancouver Whitecaps,2.0,"BC Place, Vancouver, BC (Canada)",BC Place, Vancouver, BC ,Canada,BC Place
399,21/10/2021,00:30,Inter Miami CF,Toronto FC,3.0,0.0,Inter Miami CF,3.0,"DRV PNK Stadium, Fort Lauderdale, FL (USA)",DRV PNK Stadium, Fort Lauderdale, FL ,USA,DRV PNK Stadium
400,21/10/2021,00:30,Atlanta United FC,New York City FC,1.0,1.0,,,"Mercedes-Benz Stadium, Atlanta, GA (USA)",Mercedes-Benz Stadium, Atlanta, GA ,USA,
401,21/10/2021,00:30,FC Cincinnati,Chicago Fire,3.0,4.0,Chicago Fire,4.0,"TQL Stadium, Cincinnati, OH (USA)",TQL Stadium, Cincinnati, OH ,USA,Soldier Field
402,21/10/2021,00:30,Orlando City,CF Montréal,1.0,1.0,,,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,
403,21/10/2021,00:30,D.C. United,New England Revolution,2.0,3.0,New England Revolution,3.0,"Audi Field, Washington, D.C. (USA)",Audi Field, Washington, D.C. ,USA,Gillette Stadium
404,21/10/2021,01:00,FC Dallas,Los Angeles FC,2.0,3.0,Los Angeles FC,3.0,"Toyota Stadium, Frisco, TX (USA)",Toyota Stadium, Frisco, TX ,USA,Banc of California Stadium
405,21/10/2021,01:00,Minnesota United FC,Philadelphia Union,3.0,2.0,Minnesota United FC,3.0,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,Allianz Field
406,21/10/2021,01:30,Houston Dynamo,Los Angeles Galaxy,0.0,3.0,Los Angeles Galaxy,3.0,"PNC Stadium, Houston, TX (USA)",PNC Stadium, Houston, TX ,USA,Dignity Health Sports Park
407,21/10/2021,01:30,Nashville SC,Columbus Crew,1.0,1.0,,,"Nissan Stadium, Nashville, TN (USA)",Nissan Stadium, Nashville, TN ,USA,
408,21/10/2021,02:00,Colorado Rapids,Seattle Sounders,1.0,1.0,,,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,
409,21/10/2021,03:00,Portland Timbers,Vancouver Whitecaps,2.0,3.0,Vancouver Whitecaps,3.0,"Providence Park, Portland, OR (USA)",Providence Park, Portland, OR ,USA,BC Place
410,21/10/2021,03:30,San Jose Earthquakes,Austin FC,4.0,0.0,San Jose Earthquakes,4.0,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,Earthquakes Stadium
411,23/10/2021,20:30,Seattle Sounders,Sporting Kansas City,1.0,2.0,Sporting Kansas City,2.0,"Lumen Field, Seattle, WA (USA)",Lumen Field, Seattle, WA ,USA,Children's Mercy Park
412,23/10/2021,23:00,Columbus Crew,New York RB,1.0,2.0,New York RB,2.0,"Lower.com Field, Columbus, OH (USA)",Lower.com Field, Columbus, OH ,USA,Red Bull Arena
413,24/10/2021,00:30,Toronto FC,CF Montréal,1.0,1.0,,,"BMO Field, Toronto, ON (Canada)",BMO Field, Toronto, ON ,Canada,
414,24/10/2021,00:30,New York City FC,D.C. United,6.0,0.0,New York City FC,6.0,"Yankee Stadium, New York City, NY (USA)",Yankee Stadium, New York City, NY ,USA,Yankee Stadium
415,24/10/2021,00:30,Philadelphia Union,Nashville SC,1.0,0.0,Philadelphia Union,1.0,"Subaru Park, Chester, PA (USA)",Subaru Park, Chester, PA ,USA,Subaru Park
416,24/10/2021,01:00,Inter Miami CF,FC Cincinnati,5.0,1.0,Inter Miami CF,5.0,"DRV PNK Stadium, Fort Lauderdale, FL (USA)",DRV PNK Stadium, Fort Lauderdale, FL ,USA,DRV PNK Stadium
417,24/10/2021,01:00,Chicago Fire,Real Salt Lake,1.0,0.0,Chicago Fire,1.0,"Soldier Field, Chicago, IL (USA)",Soldier Field, Chicago, IL ,USA,Soldier Field
418,24/10/2021,01:00,Minnesota United FC,Los Angeles FC,1.0,1.0,,,"Allianz Field, Saint Paul, MN (USA)",Allianz Field, Saint Paul, MN ,USA,
419,24/10/2021,02:00,Colorado Rapids,Portland Timbers,2.0,0.0,Colorado Rapids,2.0,"Dick's Sporting Goods Park, Commerce City, CO (USA)",Dick's Sporting Goods Park, Commerce City, CO ,USA,Dick's Sporting Goods Park
420,24/10/2021,03:00,Los Angeles Galaxy,FC Dallas,2.0,2.0,,,"Dignity Health Sports Park, Carson, CA (USA)",Dignity Health Sports Park, Carson, CA ,USA,
421,24/10/2021,03:00,San Jose Earthquakes,Vancouver Whitecaps,1.0,1.0,,,"Earthquakes Stadium, San Jose, CA (USA)",Earthquakes Stadium, San Jose, CA ,USA,
422,24/10/2021,22:00,Austin FC,Houston Dynamo,2.0,1.0,Austin FC,2.0,"Q2 Stadium, Austin, TX (USA)",Q2 Stadium, Austin, TX ,USA,Q2 Stadium
423,25/10/2021,00:30,Orlando City,New England Revolution,2.0,2.0,,,"Exploria Stadium, Orlando, FL (USA)",Exploria Stadium, Orlando, FL ,USA,
424,27/10/2021,03:30,Los Angeles FC,Seattle Sounders,3.0,0.0,Los Angeles FC,3.0,"Banc of California Stadium, Los Angeles, CA (USA)",Banc of California Stadium, Los Angeles, CA ,USA,Banc of California Stadium
425,28/10/2021,00:00,New England Revolution,Colorado Rapids,1.0,0.0,New England Revolution,1.0,"Gillette Stadium, Foxborough, MA (USA)",Gillette Stadium, Foxborough, MA ,USA,Gillette Stadium
